"Defores"	"Elev"	"Pendiente"	"Dist.rio"	"Dist.ciudad"	"Dist.pueblo"	"Dist.carP"	"Dist.carS"	"Dist.agri"	"Insolac"
1	821.2	32.6	1251.8	17649.5	6972.7	18930.9	1261.8	1341.6	2818.6
1	845	25.9	670.8	16685	6064.2	18048.2	658.6	2352.3	2856.7
0	931.9	31	67.1	5733.2	5256.2	6390.8	318.9	2163.3	4272.2
1	820.4	35.5	551.5	5043.7	4736	5428.3	268.3	1176.1	2550
1	156.5	8.9	390	42111.6	1020	3878.5	1081.7	241.9	3737
1	300	0	600.7	34991.1	4164	6091.5	626.4	947.3	3882.3
1	390.3	22.8	1337.9	34100.2	2446.2	11003.1	924.2	1087.1	4240
1	288.7	18.6	913.9	33900.1	1321.4	14597.2	127.3	429.5	4055.3
1	396.6	24.8	2448.4	34141.1	1920.9	18258.6	2220.2	892	3152.7
1	629.2	18	2485.7	34272.6	993.6	19187.3	2443.1	1332.2	3223.2
1	503.9	19.2	1867.2	34577.5	1209.3	22228.4	1422.7	642	3110.9
1	275	7.1	1597.6	33597.8	1655.2	22607.9	1339.3	805	3537.4
0	327.3	22.1	984.1	32589	1950	23037	1324.4	618.5	3280.1
0	576	24.5	2324.2	27675.4	3131.8	24888.5	2281.8	2083.9	2806.7
1	407.6	11.2	2073.5	26672.1	2131.9	24503.1	2070	1783.2	3551.9
1	611.7	34.5	360	24728.3	517.9	23754.2	400.2	834.1	2688
0	549.9	5.8	1328.2	22761.5	1986.6	22938	42.4	30	3549.9
1	717.1	20.4	284.6	19842	4946.4	21184.7	2066.5	558	3297.3
0	1081.7	24.9	1266.1	17900.9	6948.7	19292.8	2063	1508.7	4117.2
0	765.9	31.7	882.3	16005.3	5633.1	17386.2	778.3	3413.4	2231
1	706.3	38.6	241.9	15037.3	4812.9	16393.3	247.4	4384.6	2881.7
0	891.1	32.5	240	14104.8	4103.4	15427.8	361.2	5392.4	3882.9
0	700.4	8.7	446	5355.6	5366.1	4863.4	108.2	474.3	3959.3
0	572.6	7.8	920.3	4851.6	5251.4	4032.1	530.8	108.2	3868.8
1	146.4	15.5	210	41252.2	2482.9	5779	371.1	30	3182.5
1	206.1	12	375.9	41589.2	1195.5	2101.1	42.4	30	3649
0	335.2	14.1	543.3	34599.6	2660.5	4569.5	973.5	924.2	4301.1
1	191.6	6.3	276.6	33583.1	1955.8	8258.5	384.2	30	3882.7
1	300	1.5	67.1	32917.2	2738.6	14115.3	30	1060.7	3801
0	289.4	23.5	1189.8	32926.7	2015.6	15930	840	301.5	2769.2
0	386.5	17.3	2388.3	33052	2895.3	17730.4	2670	60	3518.5
1	546.8	22.9	3262.4	33158.3	1928.7	18632.9	3210.1	859.1	3511.5
0	500.6	20.8	3416.6	33293.7	1008.5	19543.9	2605	1788.5	3272.5
0	274.7	9.6	3270	33463.3	531.6	20490.2	1597.1	835.7	3777.9
0	622	6.9	2401.7	33756.1	2468.9	23517.7	2308.2	1733.3	3690.8
1	648	24.8	2624.3	27867.4	3127.1	25804.3	2476.2	2308.2	2878.4
0	916.7	15.4	450	20108.9	4943.4	21496.6	2220	1506.6	3646.6
0	849.3	3.8	84.9	19164.3	5929.5	20531.8	3210	1537.3	3823.9
1	1048.1	36	617.7	18196.2	6946.6	19526.5	2421.7	2057.8	3851.3
1	951.8	19.2	1050	15387.7	5501.1	16580.3	952.9	4668.5	3320.5
1	950	1.7	1026.2	11799.5	4091	12700.8	60	6822.9	4182.3
0	1002	3.6	1899.7	10952.3	4279.1	11749.7	60	6833.8	4218.7
0	1527.7	29	1540.6	9319.2	5247.5	9842.2	1358.3	5485.7	2779.9
0	1084.9	30.8	636.4	6701.9	6593.5	6249.4	60	1637.7	2486.1
0	851.5	16.7	1291.4	6234	6338	5420.8	758.9	900.5	3417.7
0	279.7	20.7	560.4	32261.3	365	10473.5	123.7	276.6	2941.3
0	360.5	17.4	750	32031.5	2370.8	12395.7	757.2	695.8	3285
1	300	6.1	67.1	31964.2	3360.5	13351.9	924.2	1273.1	3718.9
1	559.5	22.7	351.1	31927.5	3529.8	14312.8	899	1549.9	4065
0	409.5	24.6	134.2	31920.1	3115.4	15306.6	872.1	1141.6	2974.1
1	299.1	6.8	1025.3	31985.1	3209.3	17244.6	2066.5	313.2	3564.4
0	619.1	8.8	2991.7	32175.9	2389.5	19051.4	3570.5	1166.9	3730.5
1	330.4	18.3	3894.2	32490.2	1507.5	20871.5	1561.2	1041.4	4068.1
1	188.2	5.9	4161.3	32689.3	1884	21780.2	573.1	318.9	3636.6
1	197.3	1.8	4018.8	32917	2605.2	22695.7	390	42.4	3799.9
0	727	24.1	2447.5	27105.1	2538.9	26335.4	2473.9	3202.1	3348.6
0	878.2	34.6	543.3	25194.7	1472.8	25574.4	690.7	2423.3	3932.8
0	1058.8	16.8	108.2	20420.3	5134.9	21686.9	2430.7	2367.7	3736.8
0	1184.3	25	1314.9	14907.4	5744.1	15856.9	1036.2	5988.6	2897.3
1	91.5	28.5	150	40752.2	1100.6	2876.6	189.7	30	2515.6
1	218.1	25.3	986.8	31615.9	1868.9	9033.6	429.5	42.4	2738.5
0	452.6	24.1	603	31119.5	1656.5	11754.5	931.5	1295.2	3234.9
0	492.5	21.8	450	31015.1	2557	12707.7	1402.6	1574.9	4411.5
0	710.2	15.9	670.8	30945.6	3494.5	13642.1	1931.5	2006.6	3487.8
0	789.8	13.3	212.1	30900.1	4106.8	15560.4	1841.8	2130.8	3562.6
0	576.1	21.4	1060.2	30967.3	4178.5	17470.2	2694.8	1223.8	3019.3
1	459.1	20.8	2030.5	31051.1	3804.3	18459.9	3470.3	1328.8	3526.5
1	611.8	22.5	2580.7	31164.3	3132.1	19423.4	3540	1905.4	3786.7
0	836.8	31	2639	31308.3	2666	20389.4	2550	2436.5	3604.6
0	257.3	10.9	4278.3	31928.9	3299.6	23095.3	60	509.1	3448.7
0	485.5	22.1	2219.4	31688.4	4259.8	25766.3	1344.7	2235.8	4264.7
1	939.5	29.3	2520	27381.4	3238.1	27280.6	2688.8	3041.7	4736
1	1079.8	32.9	540	25491.8	2491.6	26497	1504.8	2846	3874.3
0	1304.5	20	174.9	20785.7	5514.2	21915.7	1840.5	2832.1	3322.4
0	1311.6	17.2	742.2	19873.3	6413.1	20957.6	1591.1	3479.2	3428.1
0	1405.1	26.5	2512.1	10699.9	6926.6	10702.2	276.6	6091.2	3139.9
1	295	26.1	870	32483.3	1706.6	3428.1	660	284.6	3258.6
0	237.7	16.4	573.1	32101.4	2136.5	4438.8	318.9	169.7	3189.3
0	300.2	18.9	553.2	30273.9	1611.4	11273	484.7	450	3272.7
1	469.7	29.6	446	29957.1	3884.9	13989.3	2296.5	2151	4161.4
1	399.5	9.1	94.9	29918	4767.1	14909.1	2826.1	2468.4	4005.5
0	783.5	28.8	577.1	29928.4	5012.2	16801.2	3066	2479.1	3556.3
0	543.3	23.5	1842	30066.1	4521.3	18717.9	4115.6	2278.8	2977.7
1	624.4	21.3	1666.3	30331.7	3616.2	20623.3	2649.7	2798.9	4447.4
0	413.1	12.9	2147.7	30517.7	3513.2	21610.2	1690.9	2015.4	3411.4
0	289.1	7.2	2895.6	30729.6	3690.5	22570.8	872.1	1489.5	3584.2
1	519.5	21.5	3851.4	31252.1	4716.2	24358.3	1465.1	1603.8	3576.8
1	278.7	17.5	589.4	30826.1	3530.6	5604.5	488.4	664.1	3090
0	750	0.1	1821.9	28991.9	5935.2	18065.3	3319.6	3200.3	4072.5
1	741.5	14.9	1106.8	29081.4	5326.6	19024	3576.9	3241.8	3853
0	755.9	25.1	740.9	29355.9	4583.3	20901.6	3062.5	3415.4	3814.2
1	482.3	21.4	2481.3	29766.9	4642.2	22578.9	1745.7	2447.5	2987.7
0	582.6	13.6	2568.5	30016.8	4978.6	23009.5	1695.5	2397.2	4052.6
1	675.3	22.1	2987.1	30305.9	5493	23488.6	2170.4	2588.5	2994.3
0	1200	20.8	3629	30616.5	4912.4	23986	2864.5	2858.2	3690
0	729.4	21.2	3388.4	30637	3965.7	24513.2	2066.3	3311.6	3200.3
0	583.2	21.8	2456.5	30043	3019.4	25085.8	1230.4	2401.9	3274.2
0	441.1	17.7	1654.6	29488.7	2166	25668	666.1	1539.4	3143.4
1	306.1	14.9	997.2	28957.7	1492.2	26274.7	469.6	831.9	3512.8
0	774.8	25.5	1592.3	27062.9	3515.3	25608.8	834.1	2508.9	2950
0	324.1	15.9	351.1	29533.8	3804.3	6851.2	576.3	1020	3413.9
1	254.9	22.4	597.7	29216.1	2858.2	7826.8	483.7	603.7	3633.9
1	180.6	14.8	276.6	28690.9	1368.5	9722.3	573.1	120	3629.6
0	605.1	18.9	2135.9	27900.1	6185.1	16602.4	2353.4	1865.1	4025.1
1	715.5	33.8	720	28067.3	6212.3	19387.3	2665.1	4217.3	4376.5
1	790.4	16.8	241.9	28192.4	5824.9	20306.8	3288.7	4484.6	3546.7
0	567.7	19.3	1599.3	29035.4	5916.7	22104.7	2698.3	3379.2	3056.7
0	908.6	22.8	3861.2	29822.2	3759.7	23666	2593.6	3760.9	4126.8
0	732.6	23.3	3076	29211.6	2743.3	24258.5	1782.4	2940.2	3018.9
1	520.8	9.4	2418.3	28641.2	1760.8	24860.1	1129.3	2010	3553.4
1	751.8	30.8	1113.2	26139.1	3281.1	24687.6	624.3	1719.4	2488.6
1	125	4.6	210	36119.3	2441.8	2820.6	1572.1	67.1	3674.9
0	369.4	23.2	750	28946.7	5098.7	6074.5	403.6	895	2986.7
1	554.2	18.7	403.6	28272.2	3403.6	8021	1027	1374.1	3141.7
0	588.8	19	523.9	27083.4	7106.5	19199.4	1889	3579.9	3109
1	980.6	16.7	1432.8	27583.9	6511.7	20339.2	3978.6	4658.1	3439.6
0	498.7	3.2	3118.4	27829.7	1883.1	24091.4	384.2	2191.6	3971.1
1	392	6.2	2466	27266.4	1039.7	24736.8	67.1	1298	3813.7
1	430.2	18.2	1866.8	26711.9	769	25304.2	523.9	725.6	3122
0	2036	14.6	371.1	22603.7	8136.1	20711.2	926.6	6122.6	4758.3
0	1716.3	38.3	692.6	21767.7	8770.3	19760.9	1800	6571.4	3233.3
0	426.4	19.8	1200	28027.7	5266.8	6268.6	948.7	1148.3	3072.6
1	301.7	15.2	890.4	26769.4	3265.6	10182.8	939.1	914.4	3540.4
0	276	10.7	670.8	26532.9	3237.4	11168.8	283	391.2	3574.9
0	506.4	22.4	1494.6	25974.4	3641.9	15069.3	1182.2	1361.9	3250.4
0	533.5	25	2222.8	25929.2	3958.4	15761.3	1056.8	1739.5	2750.6
0	358.9	17.8	1281.6	25920.1	4494.2	16413.7	740.9	1897.4	3822.4
0	668	20.4	484.7	26234.5	7609.4	18659.2	1816.2	3649.8	3188.6
0	718.6	25.6	859.6	26619	7501.5	19442.6	3585.2	3743.6	3936.8
0	1010	26.5	3514.6	28173.2	4121.5	22063.1	2087.5	4423.9	3600.2
0	758.4	21.2	4518.5	27633.7	3221.3	22697.5	1084.2	3531.6	3166.2
0	559.5	20.8	3856.5	27030.1	2439.6	23339.4	276.6	2685	3001.6
0	549.9	23.8	3282.5	26449.7	1867.2	24005	845.3	2022.5	2909.4
1	534.1	17.7	774.2	24849.7	2826.1	23421.4	201.2	641.3	3616.6
0	550	20.1	0	24366	3690.1	22923.5	454	1276.3	3872.3
1	816.2	31	900	23925.8	4590.4	22474.1	1033.2	2221.2	4605.3
0	747.7	30	228.5	18457.2	6240	14685.7	134.2	4809.8	4094.7
1	334.7	26.1	685.4	27086	4653.9	6407.7	750.6	844.8	3946.9
1	366	32.7	480.9	25537.4	4146.7	11254	690.7	766.6	2916.5
0	326.8	13	742.8	25042.7	2564.3	13763.6	108.2	1328.8	4206.3
0	551.6	9.6	1760.8	24909.6	3070.3	14974.8	123.7	924.2	4317.6
1	278.6	20.6	892	24900.1	3735.7	15660	685.4	998.6	4083.3
0	365.6	20.1	408	24983.4	5356	16977	295.5	1497.9	3345.6
1	508.8	19.2	241.9	25405	8120.8	18087.5	2490.7	2706	3709.6
0	546.6	20.2	335.4	25626.8	8521.3	18528.8	2571.3	2762.1	3243.7
0	590	20.9	270	25878.8	8207.3	18999.6	2626.7	3053.1	3735.3
1	696	17.8	1578.9	26497	6347.1	20072.2	3670.4	4225.7	4536.2
0	567.5	9	2958	25030.3	2743.3	23644.9	842.1	2254.6	3627.4
1	778.3	23.8	1236.9	23965.9	3537.7	22546.7	1203.4	1624.4	4141.7
1	1342	31.5	2333.5	21833	7756.3	20371.9	1950.9	5379.7	3749.2
0	864.5	12	0	20407.1	6020.7	17311.3	2349.4	5258.6	4426.1
1	1159.3	19.8	924.2	19674.3	5593.6	16345	1816.2	4681.9	4368.4
0	595.4	11.2	240	18261.2	5220	14393.1	120	3853.3	4153.7
0	677.4	10	276.6	17605.2	5313	13438	842.1	3692	4081.2
0	1313.1	26.7	1597.9	15193.1	7229.2	9632.4	1679.2	5325.6	4762.7
0	694.2	12.4	957.2	13124.3	6979.4	4333.8	794.3	2696.7	4331
1	199.9	1.6	379.5	32930.7	1583.2	6466.9	127.3	94.9	3806.5
1	280.6	22	594	25793.1	4938.7	7149.6	902.5	642	2855.5
1	582.2	24.4	84.9	24828.3	4564.8	9961.6	1981.1	2170.4	3415.3
1	212.6	9.3	1560	24058.6	1583.2	12960	534.1	658	3916.1
1	369.5	13.1	941.5	24105	5938.6	16433	878.2	1849.8	3907.8
1	700.2	16.1	2013.6	25936.3	6025.4	19870	3816	4526.4	4454.7
1	796.8	29.8	3635.9	24830.5	3794.9	22579.8	2066.5	3628.5	3222.5
0	702.9	18.4	3449	24220.4	3729.8	22848.3	1757.8	3207.1	3257.9
0	923.6	34.5	2588	23655.3	3927.6	22264.3	1570.4	2779.7	2370
0	907.6	33	1855.4	23118.7	4347.5	21709.8	1950	2642.7	2420.3
0	1121.6	34.3	1081.7	22598	4952.9	21171.8	2455.2	2863.9	3822.1
0	858.6	5.5	362.5	21685.4	6434.4	20233.5	3120.6	4087.1	3929.8
0	1615.3	33.7	721.2	20054.2	7341.2	18604.3	982.7	5968.9	2845
0	861.2	19.2	0	19722.2	5814.9	18107.9	1736.1	5130.8	4447.7
0	497.1	3.5	351.1	17543.6	4230	14173.8	283	2891.5	4071
1	1003.1	21.4	403.6	16186.7	4683.3	12205.6	1957.6	2799	3447.9
0	860.7	40.9	271.7	12362.1	7130.8	4751.2	870	2401.7	2194.2
0	573.9	10	308.9	12150.1	6311.3	3949.3	120	1860.2	3971.1
0	549.7	9.4	934.3	12006.3	5579.4	3046	737.9	1328.2	4219.3
1	225	8.1	169.7	31565	3482.3	7291.7	524.8	134.2	3782.8
0	412.2	22.6	1320	24876.9	4605.8	6802.6	926.1	787.5	4377.7
0	652.1	20.1	1355.3	24501.4	5601.1	7780.4	1803.2	1615.5	3179
1	544	4.3	241.9	23392.9	2350.2	11006.1	2392.9	1221.2	3978.9
1	246.5	8.1	666.1	23010.6	4744.4	15174.9	108.2	742.2	3548.6
0	388.2	6.9	451	24289.3	8230.8	17866.1	1717.4	2289.7	3878.3
1	850.7	17.2	1699.2	25440.3	6020.5	19765.1	3870.1	5198.3	4484
0	1105.5	30.2	2988.3	24691.4	5021.1	21180.3	3270.6	5004.6	2744.5
0	864.3	13.8	2659.4	23424.4	4717.7	22067.4	2675.6	4092.6	3643
0	944.7	14.1	914.4	21251.5	6350.7	19818.3	3573.1	4208.8	3477.5
0	965.6	16.9	457.9	20795.4	7053.1	19347.4	3270.6	4786.6	3451.6
1	1221	37.1	384.2	20359.7	7842	18904.2	2250.8	5483.5	2362.2
0	776.4	9.8	134.2	18739.2	5139.8	17258.4	780	4226.2	4278.7
0	657.7	7.4	108.2	18644.7	4415.6	16982.4	416.8	3814.2	4100.9
0	667.7	30	496.6	18375.4	3812.8	16018.3	390	3130.5	4326.2
1	705	19.4	0	15444.2	3812.8	12027.9	2364.5	1878.3	4235.3
1	887.7	31.8	678.8	13534.8	5394	9067	766.6	4185.5	3383.8
0	815.9	7.8	84.9	12987.2	5891.4	8096.2	30	4878.3	4278.2
1	535.8	22.4	323.1	11178.8	5736.9	3360.1	182.5	1008	3712.7
1	92.9	17	301.5	32219.8	2573.9	5792.8	456.9	30	3081.2
1	168.2	2.4	566	28106.6	930.5	573.1	212.1	30	3755.9
1	704.1	24.1	429.5	23548.7	5490.7	7450.9	1266.1	1447.8	4276.5
1	624.3	11.7	67.1	22899	4313.5	9018	3224	2418.7	4368.7
0	431.7	27.1	617.7	23006.8	7686.1	16461.7	774.2	1120.1	2605.7
0	465.9	15.7	469.6	23329.2	8077.1	17047.5	1681.3	2105.4	3297.7
0	672.8	12.7	295.5	24095.9	7086.9	18344.1	3657.8	4112.7	4353.1
0	923.9	19.5	1265.7	24525.3	6767.5	19028.3	4410.1	5102.2	3873
0	1060.3	16.7	1669.8	22620.2	5736.4	21281	3660.7	4991.6	3377.7
0	1400.7	33	2335	20873.8	6597.4	19470	4188.2	4751.5	2529.8
0	1145.1	24.8	1812.2	20361.7	7140.1	18938.7	4293.8	5087.4	3167.5
0	1238.5	43.7	976.7	19885.7	7771.4	18445.4	3304.9	5574.8	2260.1
0	915	11.8	30	17887	5479.8	16443.6	1353.7	3770.1	4220
0	514	4.7	134.2	17582.6	2994.7	15684.8	256.3	2424.1	4047
0	439.5	5.3	30	15434.3	2430.7	12922.5	1263.2	700.4	4058.2
0	721	15.8	335.4	14701.1	2994.7	11928.3	2160.2	1087.1	4360.1
0	652.5	7.1	123.7	12716.5	4496.8	8934.4	67.1	3478.1	4168.3
0	1002.7	29.5	699.7	12132	5082.8	7947.5	615.5	4107.8	3465.3
1	836	13.3	715.6	11123.4	6577.3	5946.7	360	3216.7	4454.1
0	804.1	15.4	60	10730.6	6007	4964.1	0	2281.8	4276.6
0	731.1	30.7	1050	10417.4	5455.1	3985	635.7	1376.4	3369.3
1	313.2	19.8	308.9	28007.9	1931.5	1994	394.6	123.7	3065.1
0	848.3	25.1	1356.7	22402.4	7298.6	16274.8	2167.5	2226.5	3115.7
1	681.1	9.3	1020.4	22788.4	6681.4	16945.4	3007.2	3179.7	4308.8
0	1394.8	30.3	787.5	21857	6000.1	20537.4	2858.8	5948.3	2626.4
0	1486.9	23.2	1533.2	19510.3	7956.5	18099.2	4330.8	6028.8	3157.4
0	1526.9	33.7	1320	19013	7513.8	17582.3	3420.1	5727.2	2684.9
0	1204	13	845.3	17410	5336.5	15949.4	362.5	4126.1	3866.7
1	826.4	35.3	920.3	16640.1	3242.4	15055.9	523.9	1972.3	2725.6
1	578.5	27.5	644.1	16592.7	2356.5	14832.3	283	1714.2	3674.5
1	461	23.6	450	16349.1	1578.9	14391.5	150	1033.2	4228.7
0	558.3	5.8	67.1	11952	3687.6	8906	153	2675.9	4103.3
0	647.4	6.6	234.3	10240.6	5997.1	5917.6	201.2	2924.8	4169
0	625.7	29.1	1055.1	9469.1	4620.9	3941.4	1281.6	977.2	3285.4
0	892.7	20.4	914.4	14294.7	2825.3	5997.1	2528.7	934.3	3226.8
1	66.6	11.1	127.3	30372.3	4274	7772.1	300	67.1	3352.6
1	94.6	4.1	456.9	28612.7	2460.2	5008.9	180	42.4	3906.3
1	359.8	25.5	182.5	22139.6	4853.1	5435.3	174.9	218.4	4166.1
1	534	19.7	342.1	21345	5361.5	6926.6	2110.5	1746.5	3166.4
0	274.7	7.2	1755.7	20821.4	5525.9	14275	844.8	276.6	4000.8
1	493.1	13.9	2318.4	21481.3	6577.3	15526.7	2821.4	2052.3	4318.1
1	563.1	24	1963.8	21883.6	5884.9	16228.2	3588.1	3018.7	2960.2
0	626.6	10.2	1695.5	15653.2	3009.6	14101.4	594	1090.4	3884.4
0	480.9	11.4	517.9	11901.1	2280.8	9376.2	268.3	1279.1	4099.1
1	499.1	18.5	342.1	11209.9	2989.2	8442	579.4	1909.2	3797.3
0	744.7	27.1	134.2	8530.2	3861	3891.3	1920.9	888.4	3918.5
0	606.2	19.6	742.2	12898.9	1429	4803.7	1134.1	182.5	3039.4
0	1186.6	32.9	483.7	14281	3114.5	5500.2	1592.5	424.3	4458
0	1034.7	23	349.9	15014	4054.9	6062.7	606.7	780	3161.2
0	987.2	16.9	699.7	15775.1	5014.4	6724.6	120	1654.6	4645.5
1	95.8	18.1	67.1	27297.6	1046.6	5953.1	960.5	67.1	3269.6
1	325	0	872.1	28710.5	1485.5	1497.9	271.7	240	3917.5
0	389.6	28.3	90	21690.9	4536.4	4026	975.8	1518.2	2654.6
0	545.2	21.6	810	21225.1	5058.3	4852.3	752.4	953.4	2977.3
0	358.5	15.5	1214.9	18912.6	3024.1	10411.4	844.8	644.1	3307.4
1	382.6	24.6	1462.6	19329.1	3529.4	12307.2	699.7	540.8	2730.8
1	590.5	35.7	1295.2	19560.5	4087.1	12851.4	1124.5	957.2	3528.3
1	325	6.9	1656.8	20172.1	5599.7	14106.3	2140.3	1087.5	3620.1
1	713.4	25.2	2206.6	20959.3	5135.2	15520.8	3997.2	3003.9	4060.8
1	915.1	10.4	617.7	19692.1	4819.2	18369.5	947.3	4847.9	4377.4
1	422.8	30.4	1140.4	14637	2698.3	13123.6	201.2	174.9	4458.9
0	441.7	10.6	725.6	10458.6	2486.2	8063.8	1090.8	939.6	3877.8
0	863	21.4	1440	9791.3	3434.3	7131.5	1591.1	1536.7	3910.1
0	525.8	27.9	450	9138	4266.4	6217	603	1180.7	3735.6
0	637.7	23.5	496.6	8521.1	4539.6	5303.3	335.4	1138.4	3776.3
0	851.1	21.1	680.1	7576.5	3212.1	3635	1294.2	1025.3	4181.7
1	775.5	16.9	90	14366.2	3901	5303.5	551.5	649	4015.9
0	893.8	16.8	67.1	15159.9	4890.8	6049.1	0	1571.8	3878.6
1	66.2	16.9	30	26134.9	2490.7	7325.5	1081.7	30	3248.6
0	176.6	10.3	335.4	26204.7	1501.2	6439.9	1410	339.4	3434.7
1	200	0.4	831.9	26315.4	483.7	5499.3	390	216.3	3851.2
1	628.2	12.1	362.5	20347.1	4201.9	4224	1706.6	1795.2	3892.7
1	711.3	8	228.5	19886.2	4838.3	4688.5	2089.3	2100.2	4271.7
1	518.3	33	956.7	19115.5	3660.7	5762.9	2372.3	1140.4	2382.2
0	189.4	20.3	1484.9	18786.1	2675.6	6474.2	1484.9	270	3685.9
1	224.3	8.2	1636.9	17923.3	2561.4	9614	600	394.6	3900.7
0	738.3	32.1	1230	20071.2	4510.1	14868.9	3988.3	3313.9	2858.9
0	1103.8	35.3	570	17022.1	6582.8	15662.7	3075.8	3800.1	3765.8
1	754.7	18.4	60	15418.5	4080.1	13980.7	408	2121.3	3612.5
1	736.7	28.3	169.7	14979.3	3276.7	13526.1	182.5	1860.2	4534.7
0	769	9.3	228.5	14579.7	2588	13119.6	256.3	2093.1	4382.9
1	546.8	5.8	540.8	14251	2183.4	12790.6	483.7	1566	3947.5
0	436.7	24	192.1	13779.9	2622.6	12342	241.9	283	3662.6
0	419.2	16.2	1152.6	9776.1	2344.8	7807.4	1256.1	182.5	3855.6
0	882.2	18.8	429.5	14606.1	4095.9	5496	474.3	1288.3	3751.9
1	674.7	16.5	360	18571.8	4563.6	4367.3	3126.1	1805	4133.6
0	320.2	26.9	2083.9	16934.1	2436.7	8635.9	1031	488.4	3473.3
0	398.6	26.9	254.6	17654.7	2875.6	11291.5	966.1	1061.5	2837.8
0	573.3	24	108.2	17972.5	3833.4	11985.6	1805	1879.5	3690.1
0	656.3	20.6	234.3	18994.2	2762.6	17649.6	349.9	2635.9	4392.5
1	816.8	40.8	169.7	16239	5889.9	14903.8	2176.8	2817.1	3162.5
1	656	29.2	123.7	14549.4	3662	13125	254.6	1340.6	4598.8
0	501.5	22.9	134.2	14087.2	2738.6	12639.7	630	870.5	3456.3
0	569.6	10.1	67.1	13661.6	1860.2	12203.6	67.1	1272.8	4256.5
1	413.5	21.4	469.6	12804.6	1908	11363.5	182.5	241.9	4109.5
0	597.5	14.1	997.2	7658.7	2652.4	5698.6	618.5	823.8	3433.9
1	569.3	4.4	666.1	12406	2507.1	3288.1	450	618.5	3950.2
0	1302.1	3.2	90	17723.1	4790	8960.6	3409.1	4538	4091.7
1	75	3.9	0	25552.3	4691.1	12211.3	1005.8	94.9	3686.4
0	532.3	12.7	150	18093.7	3652.2	2952.2	2919.3	1206	3661.3
1	235.4	10.8	1517	15900.1	2343.1	7883.8	1170	655.2	3688.6
1	361.8	31.5	474.3	16679.7	2642.7	10543.2	540.8	699.7	2472.7
0	629	20.2	690	17015.7	3662	11283.4	810.6	1504.8	3800.8
1	730.9	26.4	912.4	17817.2	4770.7	12830.4	1959.2	3442.7	2914.4
0	634.8	22.8	161.6	19956.3	900	16171.1	1785.2	2379.3	3494.4
1	686.4	26.6	646.2	19129.1	1370.8	16982.5	483.7	1630.2	3257
0	495.7	6	174.9	18330.2	2343.1	16699	120	1679.2	4141
1	708.7	38.6	216.3	17576.6	3314.3	16231.4	308.9	2227.5	4496.4
0	853.3	37.9	1166.9	16125.6	5307.5	14795.1	1540.6	1907.1	4492.6
1	595.5	24.2	212.1	14215.3	3745.3	12840.6	488.4	2043.5	4299.2
1	607.2	17.3	626.4	13671.1	3193.1	12264.4	30	1027	4457.1
1	415.2	8.2	127.3	13178.8	2492.9	11743.6	60	60	3802.4
1	445.6	20	67.1	12726.9	1474.9	11273	161.6	560.4	4298.4
1	401.1	6	615.5	12349.1	494.8	10888.3	360	375.9	3982
1	537.5	28.4	480	11852.2	2736.4	9540.8	271.7	218.4	2578.8
0	799.3	14.1	212.1	13634.6	2101.1	4824	1100.6	900	3674.2
0	1131.1	26.6	276.6	14563.5	2172.7	5834.6	2096.1	1690.9	3945.1
0	1257.5	28	579.4	15476	2647.1	6818.1	3077.7	2649.7	3003.4
0	1305.6	29.4	676.8	16397.6	3354.8	7803.3	4044.2	3612.5	2728.7
1	93.3	7.4	451	23139.4	1938.9	6225.7	270	94.9	3535
1	156.3	13.5	1530	16332.9	4188.2	3624	1484.3	446	3682.1
0	740.9	32.2	2712.8	14926	3114.5	6660.9	2388.7	2016.9	3085.5
1	254.5	10.5	1350	15048.9	941.5	7863.1	254.6	931.9	3404.8
1	304.1	22.6	684.1	15450.3	1865.3	9143.1	606.7	670.8	2885.9
1	370.4	19.5	295.5	16094.5	3762	10651.1	150	1442.5	3019.2
1	614.7	31.7	201.2	17980.8	2766.8	13941.2	2712.8	2052.3	2332.4
0	408.1	7.5	42.4	17718	2324	15742.3	150	785.2	3951.8
1	747	26.2	720.6	16937.3	3300.8	15509.5	606.7	1307	3940.5
1	691.2	19.8	577.1	14725.9	4813.9	13396	774.2	810.6	4417.6
0	611.6	20.4	523.9	13416.7	3060.1	12069.1	313.2	2111.5	3039.4
1	818.4	27.3	360	12838.7	2352.3	11454.3	833.5	1443.1	3417
0	473.6	19.6	161.6	12313.2	1911.1	10894.8	523.9	642	2964.5
1	714.9	18.2	1307	10878.8	2197.4	8550.8	742.2	912.4	3608
0	675.9	23.2	1302.5	13920.1	2529.4	6031.2	1790.5	1288.6	3590.7
0	664.9	22.8	1123.3	15181.9	4105.5	10076.5	1140	1972.9	3033.8
1	782	22.9	660	16075.1	4626.2	11715.4	2105.4	3084	2890.7
1	464.8	33.2	990.5	16332.9	3573	14542	1018.2	366.2	4294.8
1	404.4	22.2	381.8	15545.7	4496.8	14191.6	123.7	540.8	3752.8
1	590.6	32.1	442.9	13326.2	3558	11997.2	550.7	976.7	2615.5
1	820.2	26.5	998.6	12645.2	2581	11331.7	1252.8	1958.3	4007.6
0	710.8	33.6	297	12030.1	1682.4	10674.5	536.7	1608	2608.9
0	499.8	30.2	60	11467.7	979.5	10071.8	256.3	630.7	4264.3
1	427.1	3.4	351.1	9604.7	1772.8	8090	60	240	3863.4
1	515.1	24.8	764.9	9624.8	937.2	7785.4	469.6	247.4	2977.2
