"Defores"	"Elev"	"Pendiente"	"Dist.rio"	"Dist.ciudad"	"Dist.pueblo"	"Dist.carP"	"Dist.carS"	"Dist.agri"	"Insolac"
0	598.4	12.3	510.9	11039.4	2341.7	2988.7	361.2	618.5	3624.7
0	641.9	9	324.5	11972.5	1353	3944.1	120	989.5	3902.6
0	848.7	18.8	335.4	12914.1	371.1	4907.2	1025.3	1440.6	3806
0	648	29.2	530.8	13849.6	3906.9	8669.4	2220	1650	4628.4
1	709.8	18.8	150	14252.5	4229.5	9503.9	1719.4	2510.2	4568.9
0	647	33.7	212.1	15763.7	3683.5	12088.2	1752.4	1708.2	4431.6
1	517.1	37.2	848.5	16352.8	3674.8	12980.3	1281.6	1077.1	2190.6
1	450.6	10.8	720	8676.4	2627.2	7245.4	189.7	384.2	3518.3
0	723	40	551.5	8607.7	670.8	6799.4	636.4	1065.3	1996.1
0	616.5	3.6	30	11685.4	1639.3	4260.1	30	339.4	3933.8
0	696.1	7.8	241.9	12648.4	997.2	5189.3	361.2	787.5	4180.3
1	1056.8	26.1	611.9	13644.6	1140.4	6157	1380.3	1756.5	4468.5
0	50	0	547.4	20844.2	1224.1	7728	335.4	30	3791.9
0	450	10	30	12932.5	4160.5	8104.4	1871.8	1290.3	4152.7
1	717.5	18.4	390	13840.2	2885.3	9847.7	324.5	2462.9	4050.9
0	425.5	5.2	468.6	15844.1	2971.4	13237	810.6	335.4	3848.4
0	477.6	25.4	966.1	15502.4	2526.1	12874.1	812.2	792	3735
1	974.3	40	153	10484.8	1836.6	9158.3	721.2	1682.7	2681.1
0	646.4	33.6	254.6	9834.4	1225.6	8511	941.5	737.9	3777.4
1	411.2	5.9	0	9227.6	1274.6	7848.8	30	67.1	3769.2
0	468.8	37.6	390	7925.1	3159.3	6465.6	531.6	577.1	2003.3
1	653.3	25.9	939.1	7595.9	1776.1	6212.6	342.1	1143.5	2866.1
1	692.7	14.2	600	7755.6	1235.5	5617.8	570	660.7	4271.9
1	625.2	0.8	0	11486.7	2347.1	4624.4	174.9	361.2	4032.6
0	797.1	9.5	300	13474.8	2030.3	6490.1	1716	1726.8	3889.2
0	1023.6	21.7	295.5	14456.3	2531.6	7415.8	2580.2	2740.5	3086
0	317.7	33.7	420	11108.9	3347.1	5079.2	394.6	271.7	2351.2
0	381	30.4	600	11340.6	3245	5911.2	323.1	469.6	2499.4
1	584.9	14	180	11646.8	3444.8	6739.9	807.8	882.3	3541.5
1	697.8	17.9	937.7	12027	3622.4	7607.3	1651.1	1100.2	3325.6
0	675	1.8	483.7	12998	2034	9442.8	150	1734	4015.9
0	590.7	15.6	840.5	14563	1596.8	11941.7	1671.4	1614.7	3323.6
0	644.1	19.6	241.9	9085.6	2177	7761	560.4	1103.9	3906.2
0	603.7	21.2	189.7	8425	2204.9	7091.4	379.5	720.6	3099.1
0	558.7	23.4	582.5	7857.8	2640.2	6462.5	664.1	750	4124.3
0	608	31.4	466.7	6982.7	3391.2	5521.6	417.9	1276.3	2383
1	675	7.3	715.6	10384	3734.1	4061.5	600	742.2	4177.1
1	650	0	127.3	11371.1	3207.9	4980.4	30	764.9	4052.6
0	815.3	8.2	30	13376.4	2983.9	6853.9	2012.5	1734	4082.6
0	1055.4	12.8	375.9	14364.6	3345.2	7777.1	2960.1	2619.6	4079.5
0	1223	10.8	725.6	15353	3929.1	8696.1	3899.2	3548.9	3786.6
1	181.8	11.7	1165	21210.3	1832.9	4809.4	569.2	120	3382.1
1	552.8	16	381.8	10696.4	2509.4	6279.3	1518.2	690.7	4154.5
1	462.9	14.2	1425.2	13419.9	984.1	11070	711.2	742.2	3806.3
1	374.8	29.1	1500	13990.7	1760.8	11375.7	1590	324.5	4416.4
0	529	17.4	426.4	13290	516.1	10655.6	595.5	934.3	3933.7
0	779.4	17.6	371.1	8366.7	3182	7024.2	351.1	1919.3	3651.5
1	885.6	3.9	305.9	13350	3985	7225.6	1783.9	1381.3	4090.2
0	1053.2	4.8	134.2	14340	4262.3	8146.1	2736.6	2400.8	4150.7
0	1205.3	22.9	161.6	15330	4734.4	9069.5	3708.9	3390.5	2927.6
1	72.2	0.4	247.4	18797.5	1591.1	6895.2	182.5	30	3799.5
1	501.8	36.9	792	9140.6	1489.5	4045	934.3	647.6	2400.9
0	454.3	23.3	331.4	11149.1	3348.9	9181.8	1148.3	258.1	2962.2
1	573.1	25.9	456.9	10274.3	4327.7	8641.9	1640.2	1209.3	3550.3
0	605.7	26.7	1594.5	6245.9	4424.2	4928.9	1466.3	1243.1	4478.6
0	1066.7	23.8	150	14361.2	5189.3	8506.7	2698.3	2537.8	3909.6
1	325	5.8	1556	7950	3847.5	900.5	778.3	295.5	3715.3
0	376.6	9.8	1298.7	7920.2	2830.2	1855.4	1027	649	4194.8
1	278.1	22.2	335.4	11404.2	1588.6	8785.7	60	201.2	2801.5
0	303.3	12.7	417.9	11109.3	2024.3	8477.7	335.4	201.2	3793.4
1	381.5	14.4	127.3	10836	2787.4	8273.1	108.2	658	3255.5
0	933.1	23.8	792	11477.3	5854.9	5908.2	1400.7	1290.3	2954.7
1	877.2	21.8	577.1	12456.4	5921	6868.6	1529.7	1355.7	2840.3
1	368.1	35.1	780	11858.5	3709.9	8828.6	451	342.1	3202.7
1	463.5	28	240	10841.1	2670.7	8213.3	810	607.5	3349.7
0	462.8	32.9	635.7	10446.3	2597.4	7839.2	1053.4	600.7	3205.5
0	690.6	19.2	270	6681.4	2210.5	5034	954.8	1295.2	4378.2
0	421.8	17.5	201.2	5788.1	2708.2	4263.9	335.4	403.6	3096.5
0	756.3	21.9	30	9738.2	4041.4	4221.9	1632.2	840.5	3149.2
0	963.9	22.7	30	10719.4	5020.7	5202.5	2529.3	1448.1	3617.2
1	50	3.3	774.2	15848.5	3275	2861.5	752.4	30	3640.6
0	287.7	14	722.5	17841.8	939.1	6198.6	968.4	60	3272.6
1	475	9.1	1350.3	6476.1	1943.3	1024	1100.6	646.2	3783.2
1	416.3	28	330	10551.3	1998.1	8414.8	134.2	218.4	2821.4
0	449.2	30.4	276.6	11785.3	3624.9	7971.9	957.2	664.1	2724.8
0	749.3	20.4	991.8	11058.9	2896.2	7839.7	1421.4	1176.1	3502.2
1	621.3	17.9	330	10484	2384.4	7687.8	1583.2	1290.3	3196
1	619.6	32.5	420	9960.2	2225.1	7297.8	1790.5	1603.8	4225.5
0	575	3.6	540	9528.9	2495.6	6924.8	2001.2	1601	3872.1
0	653.9	7.2	323.1	9184.5	3076.6	6556.6	1744.1	1682.4	3884.2
1	519.1	20.7	941.5	5342.5	2038.7	3627.9	745.2	600	3274.6
1	225	0.2	150	13179.3	2970.2	108.2	268.3	30	3878
0	500	10	818.8	8245.6	2167.1	5632.4	1200	999	4108.8
0	500.8	16.9	700.4	6969.4	2436.5	980.9	429.5	335.4	3197.2
0	964.7	27.7	579.4	8762.2	3415.4	2889	1448.1	899	2706.6
0	874.4	16	212.1	9607.7	4178.1	3836.5	1918.6	1626.1	4294.8
0	773	23.1	210	7774.2	858	6877.9	752.4	964.2	2998.5
0	1072.2	35.1	241.9	8613.7	4195.4	3233.6	2324.2	1841.8	2337.5
0	948.3	14.5	664.1	9587.9	4836.6	4147.1	2865.3	2286.5	3481.3
1	76.9	6.8	780.6	11113.1	2212.1	1842	362.5	30	3631
1	325	7.9	276.6	16206.9	2596	8675.1	442.9	284.6	3634.3
1	330.5	25.1	517.9	17636.4	2296.1	10294.2	446	42.4	3050.7
1	275	1.1	342.1	16215	488.4	9263.4	684.1	234.3	3817.7
1	400	23.5	270	5819.8	2586.4	4737.8	700.4	637.8	4330.8
0	612	28.3	60	6427.4	2252.2	5736.9	391.2	948.7	2549.3
1	451.5	36.4	456.9	8145.9	1168.5	4913.5	853.3	510.9	2724.3
1	878.5	27	161.6	7466.6	3281.1	2844.3	2561.4	1857.3	3280.3
1	311.4	17	218.4	15510.1	3463.5	9110.4	268.3	161.6	4115.8
1	377.3	14	630.7	18595.2	120	10262.1	1060.2	660.7	3575.3
1	331.2	16.1	825.4	15914.6	1389.7	8443.2	0	540.8	3634.3
1	1200	1.2	1090.4	7444.9	3348.3	3345.5	1910.8	1339.6	4331.8
1	256.3	13.2	483.7	13364.4	1944.5	7945.5	0	469.6	3738.9
1	513.3	14.1	510	17633.1	1337.9	8943.1	276.6	1171.5	3487.6
1	950	4.6	182.5	6587.6	1271.4	2415.1	1260.4	1218.2	4362.3
0	893.4	10.1	2460	9537.6	5559.3	5407.1	1314.9	816.1	4260.4
1	175	0.2	30	9567	2317	3389.1	161.6	30	3839.8
1	521.1	29.5	201.2	17471.5	2133.6	8024.1	94.9	1005.8	3637.5
0	300	6	510.9	16461.5	2759	7538.6	713.1	1081.7	3949.7
1	249.2	0.3	0	3262.7	989.5	607.5	660.7	42.4	3869.2
1	700	0	3304.1	8760.5	4780.9	4108.7	123.7	674.2	4065.9
1	425	0	308.9	16163.7	3045.4	8065.3	999	366.2	3956.4
1	452.5	18.2	212.1	17039.4	2880	7607.1	1044.8	872.1	3140
0	453.1	20.9	524.8	17364.9	3045.4	7124.2	863.8	1481.9	3429.9
1	273.4	12.4	284.6	16348.3	3208.9	6735.7	1410.3	758.9	4044.8
1	470.2	19.9	30	16600.9	3900	6701.9	960	713.1	3894.2
1	498.2	17.6	603.7	17313.7	3439	6225.7	1336.6	849.6	4157
1	550	0	216.3	5816.8	1081.7	161.6	408	42.4	3997
1	25	0	30	5611.2	2374.7	1336.6	240	30	3768.1
1	325	9.4	375.9	17155.2	3174.1	5366.6	451	283	3986.4
1	489.4	22.7	234.3	14960.7	4543.9	5115.6	725.6	483.7	2935.4
1	64	1.1	2142.6	3136.8	1462.9	702.9	0	42.4	3833.5
0	333.3	14.5	1614.7	8209.8	1106.3	1442.5	408	212.1	3411.5
1	361.9	28.3	1760.8	6931.2	1539.4	2139.3	900	512.6	2767.8
1	236.2	4.7	295.5	6644.2	1542.6	1918.6	153	108.2	3686.1
0	523.5	28.4	1179.6	6341.3	1719.4	3416.6	457.9	833.5	2950.2
1	418.8	16.5	774.2	7116.8	2515.9	2898.8	201.2	695.8	3224.2
1	396.9	22.6	2922.5	4352.9	2773.7	4641.9	618.5	361.2	2904.1
1	684.1	19.4	153	7707.2	3457.7	3710.8	174.9	1074.2	3349.4
1	658	36.1	984.1	8504.1	2754.9	4077.5	150	958.6	2161.9
0	592.6	17.9	547.4	9338.1	2276.8	4307.7	67.1	1065.3	3214.1
1	466.5	16.5	442.9	8978.8	2180.7	4610.6	212.1	1154.5	3239.2
0	611.3	18	228.5	8119	2515.9	4941.4	349.9	1831	3844.4
0	949.9	6.3	271.7	7292.2	3140.7	5295.3	510	2207.8	4134.1
1	521.7	24	942	8359.7	2573.9	4195.4	844.8	390	3540.5
1	561.5	24.6	1924.2	5208.3	3636.1	4134	759.5	644.1	3307.9
1	434.6	22.7	1608	4989.9	2863.9	3288.1	553.2	256.3	3688.6
1	450.4	13.7	300	12708.7	4400.6	3987.3	1492.2	512.6	3878.2
1	601.4	23.3	660	5973.3	2280.8	2750.4	1318	798.8	3460.4
1	722	33.4	456.9	4858.2	1020.4	1073.3	523.9	283	3760.6
1	288.8	20.7	362.5	11837.3	3578.1	5388.8	335.4	1158	3246.2
1	337.9	22.1	390	11116.4	3140.8	5513.6	591.7	751.8	2958.9
1	548.7	15.5	722.5	7433.3	3559.9	3373.4	1195.5	465.7	4308.4
1	747.4	21.2	446	4003.6	1980	647.6	1129.3	764.9	3505.2
1	426.2	8.2	708	13237.3	4956.2	6180.7	708	782.3	3738.7
1	516.3	33.4	870	12537.5	4441	6375.9	1073.3	1651.1	2416.7
1	414.2	23.2	582.5	2707.3	502.9	1233.3	381.8	349.9	3051.1
1	293.3	17.5	488.4	16128.9	4011	5711.8	94.9	792.6	3483.1
1	300	3.4	0	15379.5	4858.2	6110	0	664.1	3741.5
1	541	18.6	342.1	14637.4	5778.8	6493.6	600	979.5	4050.9
0	682.9	20.2	611.9	13937.5	5783.1	6989.2	1167.3	1556.8	3131.6
1	649.9	11.4	67.1	12608.6	5066.1	7476.9	1798.2	2047.3	3668.3
1	599.6	21.7	60	12023.9	4980.4	7301.6	1594.5	1626.9	3935.7
1	689.6	21.2	361.2	3890.8	1860.2	2100	1721.5	1724.7	4387.9
1	850	0.3	4837.4	2155.4	1721.5	2121.3	794.3	108.2	4172.8
1	169.2	2.8	30	13201.5	1710	4105.5	84.9	30	3832.6
1	462	16.3	90	15358.9	6251.9	7421.6	84.9	1785.2	3290.5
1	461.9	19.4	283	14041.6	6308.9	8382.1	1127.7	2267.5	4263.4
0	24	0	1135.6	2315.3	1908	900	218.4	465.7	2143.6
1	354.8	25.6	1315.9	12695.4	416.8	579.4	429.5	150	2706.9
1	874.7	6.4	1631.3	2930.2	2522.9	807.2	256.3	283	3917.9
0	24	0	2101.1	3203.3	2765.9	1707.6	67.1	1167.3	2139.7
1	207	8.5	361.2	15672.3	2028.1	6441.3	530.8	271.7	4006.9
1	290.2	27.2	284.6	17498.3	6803.1	8854.5	276.6	644.1	2769.2
1	348.2	18.8	560.4	16827.9	7231.6	9278.3	540	1588.6	3247.2
1	461.3	14.1	174.9	16212.1	7040.3	9631.7	375.9	2466.6	3371
1	227.3	21.4	371.1	13726.9	2165.4	540	30	120	2883.5
1	314.2	24.6	658.6	9661.9	1855.4	1654.6	840.5	335.4	2889.9
1	999.8	3	872.1	2899.5	2672	750	391.2	524.8	4108.2
0	24	0	1506.6	3821.7	3599.1	1681.3	540.8	1451.5	2138.4
1	200	0	60	18840.9	4910.6	8236.9	84.9	819.4	3829
1	533.4	15.2	516.1	18264.9	5877.7	9738.2	381.8	1395.6	3489.2
1	278.6	20.7	402.5	14128.7	2598.2	1544.3	384.2	375.9	3249.4
1	327.5	32.2	108.2	14373.6	2757.7	1470	84.9	483.7	3326.4
1	450	8.4	2277.8	14935.1	2598.2	2342.7	228.5	570.8	3646.6
1	350	17.7	516.1	8472.5	1484.9	2605.2	674.2	284.6	3185.8
1	400	2.4	0	7710.9	1897.6	1842	1503.6	768.4	3818.5
0	1116	8.6	161.6	2547.9	2355.5	1571.8	1271.4	1319	3935.4
0	24	0	740.9	3551.3	3370.8	2187.5	1500.3	1913.4	2136
0	394.9	25.4	90	20102.3	4502.9	9458.8	499.3	2202.3	2721.9
1	885.3	19.8	305.9	17856.4	5307.5	8936.8	990	3293.6	4400.2
1	677.4	13.7	201.2	17334	5299.1	8006	1854.4	2637.6	4112.4
1	551	28.1	778.3	15026.2	3273.7	3747.6	720	1913.7	4365.6
1	783.2	35.6	301.5	12350.2	2226.5	3546.2	379.5	1606.1	3608.6
1	603.5	23.7	234.3	9109.4	2379.3	1871.1	966.1	1293.1	3177.2
0	24	0	42.4	3528.4	3436.3	2937.2	1955.8	2371.7	2316
1	511.6	15.1	192.1	17723.9	4534.9	6721.2	769	1965.4	3382.1
1	195.5	5.5	120	14985.6	1032.3	5360.3	270	1556	3667.4
0	426.5	18.9	60	19686.6	2988.7	10243.8	825.4	2748.2	3075
0	405.1	24.1	60	18255.7	4092	5528.9	787.5	660.7	2958.4
1	371.2	23.7	465.7	16308.7	1877.6	6155.5	579.4	1747.2	2866.7
1	406.9	24.4	417.9	18140	3018.1	8126.8	429.5	2121.3	3042.5
1	486.9	18.2	241.9	20010.6	2258.6	10131.5	300	1999.4	3173.8
1	550.4	13.2	120	20924.5	2745.8	9450	778.3	3518.2	4362.9
1	404.6	13.9	763.7	15669.1	2135.9	3264.4	933.4	480	4288.9
1	734	20.5	2554.9	7979.8	421.1	488.4	1294.2	853.8	3115.7
1	250	0.2	42.4	16730.3	2851.1	6127.3	882.3	840.5	3863.9
0	515.1	25.8	169.7	22301.3	2294.6	10516.7	513.5	2241.8	2910
0	475	4	240	21779.3	2001.2	9501.7	308.9	3206.6	3954.9
1	92.6	6.3	30	8436.5	1430.3	1502.7	241.9	42.4	3803.1
1	449.3	16.4	60	23537.8	1382.9	11634.9	615.5	1233.3	3229.1
1	200	0.5	870	12399.1	2082.8	2479.1	174.9	456.9	3800.3
1	304.8	16.4	234.3	22710.1	849.1	8049.9	295.5	2281.8	3195.5
1	917	34.4	300	11274.8	725	2847.6	547.4	2526.1	2477.9
0	589.5	13.1	0	9312.8	1805	3053.1	67.1	1916.7	3426.7
1	178.5	14.3	134.2	13813.2	2670.7	3302.2	210	153	3286.5
1	604.1	12.3	60	24011.9	1793.2	9353.7	708	1957.6	4106.2
0	263.9	6.9	30	21630.8	750	4933.2	60	617.7	3615
0	450.8	17.1	42.4	13411.1	1250.3	3510.1	150	524.8	4131.6
1	150	0.8	120	13469.5	4250.8	4715.3	150	123.7	3762.7
1	439.4	23.2	90	24947	2742.3	9832.2	127.3	1034.5	2879.5
1	534.3	19	241.9	22581.7	1906.8	6134.5	390	1561.2	3311.7
0	441.5	19.1	268.3	22646.7	1752.6	5909.6	258.1	1470.9	3082.3
0	559.2	24.1	0	14589.3	1652.5	2105.4	582.5	1138.4	2559.7
0	250	0.4	416.8	13875.7	3533.5	5225.9	402.5	189.7	3876.5
1	282.7	11.6	655.2	14327.5	3267.1	5078.9	60	351.1	3410.1
1	325.4	18.3	300	21060.3	2010.2	7807.4	1143.5	384.2	3201.8
1	549.4	15.1	123.7	23570.8	2839.2	6206.6	1006.2	1705.8	4327.6
1	295.3	13.7	234.3	23706.2	2250.2	5806.4	234.3	1273.5	3294.6
0	700	18.4	42.4	15828.1	2799	789.2	218.4	2010.2	3364.9
1	875.7	22	276.6	14850.6	2641.5	1381.3	84.9	2130.6	3503.3
1	369.4	18.7	1120.1	22470.1	618.5	7105.9	954.8	483.7	3037.9
1	445.2	26.5	865.3	24688.1	3941.4	5864.4	666.1	834.1	2777.6
1	580.8	22.5	305.9	24693.5	2060.4	4836.2	658	1584	2921.3
1	450	14.5	218.4	24773.6	2024.1	4618.5	442.9	1261.4	3866.5
1	368.9	23.3	721.2	24861.4	2430.7	4500.9	42.4	1154.5	3369.2
1	389.2	20.6	240	18822	676.8	5049.5	480	1053.4	3081.4
1	346.3	25.6	737.9	23875.7	885.9	6579.5	1509.9	971.6	2675.6
1	416.5	26.5	90	27713.1	3693.3	7890.2	1034.5	780	2730.4
1	296.3	16	465.7	27345.8	3360.1	7434.7	658	349.9	3488.2
1	360.7	21	84.9	25617.1	4066	4599.3	617.7	960.5	3699.5
1	517.1	28.2	424.3	25579.2	2752.8	4235.2	488.4	1544.3	2677.5
1	779.3	29.3	1271.4	16497.8	4742.1	1103.1	1236.9	1637.1	2664.8
0	125	0.1	67.1	16080.1	1477.3	3486.3	362.5	127.3	3821.5
1	239.7	17.4	270	21556.8	2379.3	4465.6	752.4	67.1	3217.9
1	248.3	6.8	276.6	27939.1	3101.8	6095.3	216.3	123.7	3614.5
0	725.1	23.6	201.2	26605	3081.1	3646.9	1074.2	1855.4	2978.9
1	302.1	16.1	1355.3	20569.5	2082.1	120	210	421.1	3230
1	797.2	29.6	349.9	16905.9	5207	1905.2	2210.5	2068.5	3311.2
1	370.1	14.5	339.4	20986.3	2155.4	3488.9	662.7	912.4	3308.5
1	549.4	16.2	335.4	28348	3301.2	4487.6	1266.1	2163.3	3396.1
1	526.5	21	606.7	28123.7	3153.6	4065.2	1021.8	2986.2	3455.7
1	311.7	18.2	218.4	27939.9	3260.1	3683.3	590.9	3504.7	3072.6
1	569	19.3	930	27672	2471.3	3141.3	700.4	2862.8	4502.7
1	575	1.4	924.2	27593	2101.1	2707.5	600	2430.2	4076.6
1	409.3	8.3	30	27549.4	2163.7	2444.8	150	2137.6	4178.5
0	632.6	10.8	0	17866.6	4686.1	1728.8	1884	1934.9	3541.3
1	295.3	21.2	658.6	23701.6	1484.3	2700.8	67.1	742.2	2990.1
0	485.5	20.5	212.1	28945.8	2289.7	2732.5	1549.9	2612.8	3006.4
0	503.6	23.4	67.1	28687.3	1710.3	2214.7	371.1	1879.5	2932.2
0	341.6	12.3	42.4	28569.1	1224.5	1455.2	123.7	1154.1	3768.2
1	1051.6	32.9	550.7	17822	4744.6	2602.9	1230.4	2837.3	2411.7
1	675.7	15	60	30539.3	2442.4	2969.4	1933.3	2335	4224.2
0	908.9	26.8	324.5	30304.5	1633.6	2563.2	1959.2	2855.7	2784.4
1	562.4	18.8	0	29783.2	1382.9	1462.9	737.9	1410.3	4088.2
1	431.5	29.5	323.1	21821.9	1899.7	2779	510.9	764.9	2468.5
0	175	0.4	108.2	20123.2	4468.5	1600.2	391.2	256.3	3810.6
1	247.4	19	150	21074.8	2322.4	1308	819.4	120	3043.2
1	394.4	20.5	379.5	29365.7	3735.9	4540.4	457.9	1866	3355.8
1	590.2	24	570	30112.2	4315.1	4628.7	150	2308.2	2943.2
1	450	4.2	30	31755	3153.6	2592	540.8	918.3	3964.6
1	821	14.8	818.8	31498.2	2165.2	2095.7	1341.6	1730.9	4528.5
0	540.3	33.9	30	21876.9	2844.9	3479	1187.9	1489.5	2175.4
1	675.2	16	408	18887.6	4608	4113.1	212.1	2538	4409.7
1	1239.2	27.8	150	16916.6	6306.1	4816.6	1266.1	4363.9	3346.4
1	566.8	31.8	700.4	32737.2	3157	1782.2	484.7	442.9	3204.7
1	532.7	22.9	1560	32070.6	882.8	360	210	913.9	3711.3
0	534.8	26.2	1157.6	31909.5	1209.3	241.9	330	1031	2736
0	447.1	20.9	256.3	31606.3	1623.6	895	84.9	997.2	2986.8
0	497.1	12.6	67.1	31568.2	1413.8	1301.5	589.4	1223.8	3730.4
1	383.9	19.9	420	31575.5	2085.8	1740	446	1025.3	3282
1	438	26.9	174.9	27943.7	1693.9	1578.4	474.3	1230	2644.9
1	456.4	21.7	730.5	26958.6	872.1	1783.2	417.9	649	3035.8
1	417.3	21.1	488.4	23975.9	2518	2898.2	912.4	664.1	3326.7
1	284.1	8.8	684.1	23321.6	2593.6	2321.1	108.2	540.8	3541.1
1	297.6	17	201.2	23718.7	2269.9	1839.8	174.9	1050	3170.8
1	340.9	18.8	313.2	29339	4436.1	1699.2	313.2	60	3534.3
0	681.8	18.3	603	32661.8	1797.2	1669.8	234.3	1384.2	3186.4
0	744.3	25.5	300	32594.9	2258.6	1859.5	807.8	1818.2	2952.9
0	691	12.2	247.4	32558	2377.4	2186.9	1198.9	2190.2	3552.3
1	413.1	11.9	268.3	32565.1	2829.1	2730	900	848.5	3585.9
0	687.3	21.4	84.9	27076.8	658.6	2750.4	450	1529.7	3837
0	721.1	27.7	0	20175.9	5466.4	6031.2	42.4	3576.5	2711
0	747.4	5.4	123.7	19174.3	6030.7	6092.4	30	4003.6	3882.6
0	845.8	8.4	30	18204.1	6682.5	6310.3	67.1	4627.6	3852.7
1	225.1	0.9	180	22528.7	1015.1	4166.5	150	42.4	3859.6
1	300	0	446	24621.2	3253.9	2773.3	283	216.3	3904.9
0	274	1.8	30	26483.3	3944.2	2539.4	466.7	421.1	3820.7
0	379.4	21.2	764.9	27033.4	3788.7	2232.1	1209.3	1049.6	3000.9
1	294.8	17.7	84.9	28176	3595.6	827.6	524.8	161.6	3214.2
1	275.7	5	540	28800.1	3905.6	189.7	510	192.1	3713.4
0	562.3	20.5	150	33540	3383.6	3528.5	446	1371.2	3022.2
0	563.2	25	0	26255.9	1385.2	3944.1	323.1	1566	2730.6
1	480.3	25.2	540	25253.1	1953.5	4202.7	391.2	680.1	3316.9
1	366.2	7.7	42.4	24281.2	2765.4	4575.1	0	42.4	3639.8
0	325.2	12.7	300	27356.3	2970.6	3523.3	1148.3	283	3804.2
1	548.7	29.2	271.7	28431.8	4118.9	2248.6	1564.6	1148.3	3394.9
1	530.2	30.3	134.2	28998.1	4422.3	1608	1451.5	1025.3	2846.9
1	514.6	21.5	550.7	29604.8	3648.9	982.7	1312.1	695.8	3008.3
1	579	18.4	960	33244.4	2794	2109.8	469.6	523.9	3181.1
1	463.9	25.5	807.2	33603.8	3783	2598.2	488.4	416.8	3548.9
0	376.6	22.1	108.2	33988.3	3793.1	3202	0	737.9	2893
0	425.2	6.5	403.6	34347.9	3776.9	3530.6	553.2	1236.9	3642.3
0	844.4	23.9	270	34567.5	4370.2	4051.8	1087.1	2457.3	3927.6
1	473.7	24.2	510	34616.7	3096.8	2446.2	446	523.9	3097.2
1	770.5	23.8	212.1	31338.3	2130.6	2250.2	1481.9	1578.4	2954
0	502.9	10.5	150	23538.1	4143.9	5942.8	0	895	3568.1
1	809.5	14.8	465.7	21594.1	5912.7	7102.9	931.9	2670.7	4499
0	250	1.1	127.3	24799.2	2346.9	6630.6	234.3	60	3848.2
1	275	5.2	84.9	25227.1	375.9	6427	108.2	94.9	4056.7
1	420.3	17.6	442.9	29257.1	3524.3	2538	1275.6	1400.7	4352.6
1	486.4	19.3	702.3	32318.9	2913.7	2991.9	540	484.7	4425.1
0	660.5	24.2	751.8	33063.6	4774.1	3987.3	30	1502.7	2930.2
0	537.5	29.7	108.2	33425.4	4761.3	4449.8	536.7	2040	2560
0	705.9	16.1	323.1	35499.8	2647	2943.4	1124.5	1514.6	3367.8
0	503.3	18.2	153	35676.4	1704.7	2055.2	600	1426.2	3424.3
0	900	16.8	0	25704	3628	6136	964.2	2118.1	3474.2
0	727.9	14.6	150	24749.8	4122.4	6425.7	0	1701.6	3418.6
0	689	16.2	375.9	23798.5	4773.4	6815.5	241.9	1794.2	3419.6
1	700	3.6	268.3	22821.8	5550	7322.2	408	2314.7	4055.2
0	900	14	150	21877.6	6369.8	7890.1	819.4	3095.2	3701.3
0	346.9	2.5	0	30413.1	1261.8	2508.9	540	451	3927.4
1	512.9	21.5	150	30709	1572.9	2952.4	1015.1	606.7	4093.6
0	547.8	10.8	120	31777.7	4107.8	4321.8	134.2	1221.6	4290
0	873	3.8	30	32894.3	5908.2	5739.4	1916.7	3421.2	4073.7
0	526.1	15.8	284.6	34616.7	2526.4	3437.6	469.6	2498.8	4206.6
1	674.7	3.4	174.9	28859	4593	4874.9	256.3	2735.9	4098.9
1	768.1	38.7	360	27906.2	4357.4	5842.3	169.7	2982.1	2498.3
0	925	15.6	42.4	25980.4	4553.7	7094.5	986.8	2965.3	3606.6
0	857.1	14.6	180	23132.7	6194.8	8167.8	330	3118.3	3458.3
0	426.8	15.4	408	27424.9	1542.6	7666.5	1186.8	708	3460.7
1	518.4	24.3	234.3	27705.6	1626.9	7237	1295.2	300	3765.1
0	413.8	22.8	699.7	28014.7	2229.9	6912.6	1141.6	258.1	2892
1	412.9	24.3	189.7	28325.3	982.7	5071.4	678.8	189.7	3484
1	628.2	13.6	442.9	29742.2	1592.5	3564.8	976.7	660.7	4448.3
1	700.6	3.8	465.7	30452.4	3601.1	4293.8	660.7	1236.9	3990.3
0	688.5	22	256.3	31181.8	5408.2	5655.1	764.9	2580.7	3882.9
0	575.7	8.4	0	33713	2791.1	3877.4	349.9	3330.5	3686.7
1	475.2	12.7	268.3	34204.1	1920.9	2930.2	169.7	2716.6	3409.6
0	934.7	22	201.2	28205.1	5370.3	5660.4	577.1	3908.8	3439.6
0	672.9	7.1	0	27265.4	5356.5	6593.5	42.4	4312.1	3827
1	345.5	13.3	212.1	27402.6	3398.5	8912.1	297	254.6	3519.2
1	340.2	25.8	540.8	27134.5	1493.1	1031	390	451	2664.9
1	788.6	16	67.1	30260.9	5652.1	5094.2	402.5	3280.3	4189.6
0	664.8	27	123.7	32842.3	3338.6	4170.4	895	4111.8	3324.5
0	300.1	2.9	0	26951.2	1718.4	7069.4	30	150	3909.9
1	430.3	26.2	268.3	26245.5	421.1	2206.2	699.7	722.5	3332.4
1	309	24.7	769	26758.3	2042	42.4	150	123.7	3062
1	575.4	21.1	644.1	28233.5	2672	2102.8	726.2	1126.1	4531.7
0	669.4	28.1	150	28978.5	4537.2	3759	823.8	2843.8	2620.2
1	787	22.7	228.5	29344.6	5493.6	4677.8	1186.8	3528.5	3048.6
